,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
14461,62, ?,203126, 9th,5.0, Never-married, ?, Unmarried, White, Female,0,0,40, Dominican-Republic,<50k
14462,31, Private,283268, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, White, Female,0,0,36, United-States,<50k
14463,61, Private,411652, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,<50k
14464,29, Self-emp-not-inc,190636, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1485,60, United-States,>=50k
14465,39, Private,179731, Masters,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2415,65, United-States,>=50k
14466,29, Self-emp-inc,138597, Assoc-acdm,12.0, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, United-States,<50k
14467,47, Self-emp-not-inc,106252, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States,<50k
14468,52, Private,155983, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>=50k
14469,29, Private,194197, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,<50k
14470,44, Private,151780, Some-college,10.0, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,<50k
14471,32, Private,302845, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,48, United-States,<50k
14472,55, Private,92215, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,<50k
14473,31, Private,113543, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,>=50k
14474,18, ?,184101, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,25, United-States,<50k
14475,67, Private,279980, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,10605,0,10, United-States,>=50k
14476,47, Private,102583, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,>=50k
14477,37, Private,291981, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<50k
14478,17, Private,111332, 11th,7.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<50k
14479,20, Private,431745, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,14, United-States,<50k
14480,50, Self-emp-not-inc,175456, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,<50k
14481,22, Private,174461, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,<50k
14482,34, Private,56026, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,>=50k
14483,46, Federal-gov,332727, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>=50k
14484,60, Private,185749, 11th,7.0, Widowed, Transport-moving, Unmarried, Black, Male,0,0,40, United-States,<50k
14485,40, Private,349405, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States,<50k
14486,24, Private,148320, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,<50k
14487,66, Local-gov,54826, Assoc-voc,11.0, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,<50k
14488,53, State-gov,246820, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,>=50k
14489,42, Private,102606, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>=50k
14490,22, Private,51362, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0,0,16, United-States,<50k
14491,50, Private,234373, Masters,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,40, United-States,<50k
14492,72, Private,268861, 7th-8th,4.0, Widowed, Other-service, Not-in-family, White, Female,0,0,99, ?,<50k
14493,60, Private,54800, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,<50k
14494,51, Private,107123, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<50k
14495,29, Private,276345, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,<50k
14496,54, Private,200783, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<50k
14497,34, Local-gov,106169, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,<50k
14498,26, Private,391349, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,>=50k
14499,51, Self-emp-inc,28765, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,>=50k
14500,52, Self-emp-not-inc,195462, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,98, United-States,>=50k
14501,36, Private,248708, Assoc-acdm,12.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
14502,49, Private,117095, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,<50k
14503,24, Private,229393, 11th,7.0, Never-married, Farming-fishing, Unmarried, White, Male,2463,0,40, United-States,<50k
14504,43, Private,132393, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Poland,<50k
14505,52, Self-emp-inc,51048, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,<50k
14506,19, Private,156587, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States,<50k
14507,28, Private,354095, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,<50k
14508,17, Private,117549, 10th,6.0, Never-married, Sales, Other-relative, Black, Female,0,0,12, United-States,<50k
14509,30, Private,151868, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
14510,48, Self-emp-not-inc,30840, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,45, United-States,<50k
14511,31, State-gov,188900, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,3325,0,35, United-States,<50k
14512,21, ?,148509, Some-college,10.0, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States,<50k
14513,19, ?,37332, HS-grad,9.0, Never-married, ?, Own-child, White, Female,1055,0,12, United-States,<50k
14514,26, Private,242768, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States,<50k
14515,54, Private,152652, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,<50k
14516,36, Private,205359, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,25, United-States,<50k
14517,61, Private,128230, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,<50k
14518,36, Private,89202, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States,<50k
14519,25, Private,262978, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States,<50k
14520,27, Private,38918, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0,1876,75, United-States,<50k
14521,61, Self-emp-inc,66614, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
14522,37, Private,34146, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,68, United-States,<50k
14523,53, Self-emp-inc,134854, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece,>=50k
14524,32, Private,206541, 11th,7.0, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States,<50k
14525,27, Private,408623, Bachelors,13.0, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,50, United-States,<50k
14526,35, ?,451940, HS-grad,9.0, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,<50k
14527,52, Local-gov,305053, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States,<50k
14528,65, Private,36209, 10th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,22, United-States,>=50k
14529,17, Private,139183, 10th,6.0, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,<50k
14530,71, Private,183678, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States,<50k
14531,34, Local-gov,353270, Assoc-voc,11.0, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States,<50k
14532,19, Private,472807, 1st-4th,2.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,52, Mexico,<50k
14533,58, Private,87329, 11th,7.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States,<50k
14534,63, Private,203783, HS-grad,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,72, United-States,<50k
14535,23, Private,218899, Bachelors,13.0, Never-married, Sales, Own-child, White, Female,0,0,60, United-States,<50k
14536,40, Local-gov,99185, Assoc-acdm,12.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<50k
14537,47, Private,155509, HS-grad,9.0, Separated, Other-service, Other-relative, Black, Female,0,0,35, United-States,<50k
14538,18, ?,30246, Some-college,10.0, Never-married, ?, Own-child, White, Female,0,0,20, United-States,<50k
14539,36, Private,43701, Some-college,10.0, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States,<50k
14540,19, Self-emp-not-inc,73514, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States,<50k
14541,37, Self-emp-not-inc,30973, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
14542,30, Local-gov,145692, Some-college,10.0, Never-married, Protective-serv, Not-in-family, Black, Male,0,1974,40, United-States,<50k
14543,38, Private,182609, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland,<50k
14544,47, State-gov,306473, Assoc-acdm,12.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<50k
14545,30, Private,124020, HS-grad,9.0, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<50k
14546,43, Private,273230, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
14547,40, Private,362482, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<50k
14548,41, Private,112763, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States,<50k
14549,28, Self-emp-not-inc,218555, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0,1762,40, United-States,<50k
14550,22, Private,306779, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States,<50k
14551,65, Private,222810, Assoc-voc,11.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<50k
14552,48, Federal-gov,33109, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Male,0,0,58, United-States,>=50k
14553,54, Private,278329, HS-grad,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States,<50k
14554,24, Private,182342, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,<50k
14555,63, Private,175777, 10th,6.0, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,<50k
14556,53, Local-gov,216691, Doctorate,16.0, Divorced, Prof-specialty, Not-in-family, White, Female,10520,0,40, United-States,>=50k
14557,55, Private,102058, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,<50k
14558,28, Private,389713, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,<50k
14559,25, Private,207875, 7th-8th,4.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,<50k
14560,39, Private,219483, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,5013,0,32, United-States,<50k
14561,23, ?,146399, Bachelors,13.0, Never-married, ?, Not-in-family, White, Male,0,0,55, United-States,<50k
14562,26, Federal-gov,52322, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Other, Male,0,0,60, United-States,<50k
14563,45, Private,145637, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States,<50k
14564,17, ?,228373, 10th,6.0, Never-married, ?, Own-child, White, Male,0,0,30, United-States,<50k
14565,31, Private,300687, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,<50k
14566,38, Federal-gov,248919, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2051,40, United-States,<50k
14567,19, ?,309284, Some-college,10.0, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,<50k
14568,43, Private,143582, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,2129,72, ?,<50k
14569,19, Private,248339, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,<50k
14570,26, Private,171114, Some-college,10.0, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,38, United-States,<50k
14571,29, ?,125159, Some-college,10.0, Never-married, ?, Not-in-family, Black, Male,0,0,36, ?,<50k
14572,39, Private,120985, HS-grad,9.0, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States,<50k
14573,20, ?,96862, Some-college,10.0, Never-married, ?, Own-child, White, Female,0,0,8, United-States,<50k
14574,29, Private,187327, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<50k
14575,30, Private,158200, Prof-school,15.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, ?,<50k
14576,33, Private,134886, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<50k
14577,54, Self-emp-inc,125417, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,>=50k
14578,54, Local-gov,178356, 9th,5.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<50k
14579,22, Private,440969, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,<50k
14580,24, ?,33339, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,20, United-States,<50k
14581,18, ?,348588, 12th,8.0, Never-married, ?, Own-child, Black, Male,0,0,25, United-States,<50k
14582,17, Private,209650, 12th,8.0, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States,<50k
14583,46, Private,187715, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<50k
14584,42, Private,107762, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>=50k
14585,41, Federal-gov,510072, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>=50k
14586,65, Self-emp-not-inc,175202, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States,<50k
14587,49, Local-gov,215895, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy,>=50k
14588,36, Private,167440, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States,<50k
14589,40, State-gov,269733, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
14590,42, Private,200574, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<50k
14591,46, Private,171228, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3411,0,35, Guatemala,<50k
14592,44, Private,201723, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States,>=50k
14593,27, Private,184078, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<50k
14594,52, Private,206862, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
14595,40, Private,42703, Assoc-voc,11.0, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,<50k
14596,36, Private,114605, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>=50k
14597,26, Private,211424, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,>=50k
14598,28, Local-gov,167536, Assoc-acdm,12.0, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,<50k
14599,36, State-gov,36397, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States,<50k
14600,31, Private,227886, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States,<50k
14601,23, State-gov,35633, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States,<50k
14602,23, Private,186813, HS-grad,9.0, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,<50k
14603,50, Private,271262, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,>=50k
14604,41, Private,406603, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0,0,6, Iran,<50k
14605,42, Private,169383, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>=50k
14606,36, Self-emp-not-inc,151322, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,>=50k
14607,40, Self-emp-not-inc,29762, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,<50k
14608,41, Private,27444, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States,>=50k
14609,54, Private,185407, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,>=50k
14610,52, Self-emp-not-inc,334273, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,>=50k
14611,55, Self-emp-not-inc,76901, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,>=50k
14612,33, Private,183612, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States,<50k
14613,22, Private,427686, 10th,6.0, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,<50k
14614,26, Private,133373, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,42, United-States,<50k
14615,30, Private,224377, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
14616,38, Private,52596, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,<50k
14617,37, Private,171150, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States,>=50k
14618,47, Private,481987, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,>=50k
14619,67, Self-emp-inc,116517, Bachelors,13.0, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States,<50k
14620,36, Private,169037, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
14621,30, Private,177304, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>=50k
14622,41, Private,124639, Some-college,10.0, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,<50k
14623,40, Private,89226, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>=50k
14624,24, Private,185821, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,<50k
14625,34, State-gov,278378, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<50k
14626,35, ?,164866, 10th,6.0, Divorced, ?, Not-in-family, White, Male,0,0,99, United-States,<50k
14627,42, Self-emp-not-inc,183765, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, ?,<50k
14628,34, Private,159322, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
14629,58, Private,224854, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
14630,31, Private,150441, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,<50k
14631,20, Private,234474, Some-college,10.0, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States,<50k
14632,58, Self-emp-inc,174864, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,>=50k
14633,46, Self-emp-inc,320124, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,15024,0,40, United-States,>=50k
14634,41, Local-gov,89172, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,>=50k
14635,33, Self-emp-inc,155781, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, ?,<50k
14636,53, State-gov,281074, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,1092,40, United-States,<50k
14637,23, Private,196674, Some-college,10.0, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
14638,53, Private,182186, 9th,5.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic,<50k
14639,35, Private,103986, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>=50k
14640,53, Private,167651, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>=50k
14641,56, Private,290641, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
14642,55, Private,169071, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,<50k
14643,44, Private,77313, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<50k
14644,49, Private,255466, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,<50k
14645,41, State-gov,365986, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,>=50k
14646,45, Private,106113, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>=50k
14647,42, Private,374790, 9th,5.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
14648,41, Private,424478, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States,>=50k
14649,42, Private,146659, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States,>=50k
14650,33, Private,217460, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>=50k
14651,45, Private,101320, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<50k
14652,52, Private,131631, 11th,7.0, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States,<50k
14653,33, Federal-gov,122220, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States,>=50k
14654,37, Private,709445, HS-grad,9.0, Separated, Craft-repair, Other-relative, Black, Male,0,0,40, United-States,<50k
14655,20, Private,174391, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States,<50k
14656,20, Private,221661, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico,<50k
14657,29, Private,71067, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States,<50k
14658,19, Private,194260, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<50k
14659,19, Private,208656, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,594,0,20, United-States,<50k
14660,36, Local-gov,196529, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,>=50k
14661,45, Self-emp-inc,151584, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,>=50k
14662,26, Private,67240, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
14663,38, Private,156550, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,<50k
14664,38, Private,210610, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>=50k
14665,60, Private,33266, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<50k
14666,45, Private,112761, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,<50k
14667,62, ?,83439, 7th-8th,4.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,<50k
14668,52, Self-emp-inc,415037, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States,>=50k
14669,26, Private,303973, HS-grad,9.0, Never-married, Priv-house-serv, Other-relative, White, Female,0,1602,15, Mexico,<50k
14670,40, Federal-gov,241895, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<50k
14671,22, Private,228306, Some-college,10.0, Married-AF-spouse, Other-service, Wife, White, Female,0,0,40, United-States,>=50k
14672,51, State-gov,454063, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,>=50k
14673,64, Private,137205, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,<50k
14674,36, Private,175360, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Male,13550,0,50, United-States,>=50k
14675,63, Private,124242, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,<50k
14676,39, Private,297449, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>=50k
14677,37, Private,126569, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<50k
14678,74, Private,84197, Masters,14.0, Divorced, Sales, Not-in-family, White, Female,0,0,10, United-States,<50k
14679,40, Private,34113, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,6849,0,43, United-States,<50k
14680,19, Private,427862, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,<50k
14681,25, ?,100903, Bachelors,13.0, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States,<50k
14682,58, State-gov,259929, Doctorate,16.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States,>=50k
14683,59, Self-emp-not-inc,31137, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,<50k
14684,23, Private,203078, Bachelors,13.0, Never-married, Adm-clerical, Own-child, Black, Male,0,0,24, United-States,<50k
14685,54, Local-gov,127943, HS-grad,9.0, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States,<50k
14686,56, ?,188166, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,<50k
14687,55, Local-gov,159028, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<50k
